bstn,hostname,role,ip,root_ip,serialNumber,platform,model
MP-IND-H84,MP-IND-H84-C3-ST-CCE-E12T-S01,CCE,100.71.199.29,100.71.199.29,EC2446000755,EdgeCOS,ECS4100-12T
PB-AMT-O82,PB-AMT-O82-C3-ST-CCE-E12T-S01,CCE,100.71.164.178,100.71.164.178,EC2516001422,EdgeCOS,ECS4100-12T
PB-JLN-Q19,PB-JLN-Q19-C3-ST-CCE-E12T-S01,CCE,100.71.206.85,100.71.206.85,EC2516001505,EdgeCOS,ECS4100-12T
WB-HOO-CGG,WB-HOO-CGG-B3-VM-ABS-UC57-S01,ABS,100.72.69.18,100.72.69.18,21980105098YK5000257,VRP,s5700-28P-LI-BAT
BR-ARA-AWL,BR-ARA-AWL-B3-IW-TTR-C5XD-R01,TTR,100.70.205.147,null,FIC284301P1,XR,ciscoNCS540L6Z18GSysD
BR-PAT-RBB,BR-PAT-RBB-B4-VM-TTR-C5XD-R01,TTR,100.70.205.158,null,FIC284301V0,XR,ciscoNCS540L6Z18GSysD
BR-GAY-GYA,BR-GAY-GYA-T3-VM-TTR-C5XD-R01,TTR,100.70.205.145,null,FIC284301NC,XR,ciscoNCS540L6Z18GSysD
BR-PAT-RBB,BR-PAT-RBB-B4-VM-TBS-US57-S01,TBS,100.72.126.106,100.72.126.106,21023538368YK6002160,VRP,s5700S-28P-LI-AC
BR-ARA-AWL,BR-ARA-AWL-B3-IW-TBS-US57-S01,TBS,100.72.126.98,100.72.126.98,21023538368YH5005999,VRP,s5700S-28P-LI-AC
BR-GAY-GYI,BR-GAY-GYI-B2-AL-SLU-E28F-S01,SLU,100.72.71.102,100.72.71.102,null,EdgeCOS,ECS4120-28Fv2
BR-GAY-BHY,BR-GAY-BHY-B2-VM-ABS-US57-S01,ABS,100.72.71.101,100.72.71.98,21023538368YJ7000115,VRP,s5700S-28P-LI-AC
BR-GAY-GYI,BR-GAY-GYI-B2-AL-ABS-UC57-S01,ABS,100.72.71.100,100.72.71.98,21023538368YJ3002386,VRP,s5700S-28P-LI-AC
BR-GAY-UI1,BR-GAY-UI1-C3-ST-CCE-UL8X-S01,CCE,100.72.71.103,100.72.71.103,4E2210085553,VRP,S5735-L8T4X-A1
BR-GAY-GYA,BR-GAY-GYA-T3-VM-TBS-US57-S01,TBS,100.72.71.98,100.72.71.98,21023538368YJ3001198,VRP,s5700S-28P-LI-AC
BR-GAY-CO3,BR-GAY-CO3-C3-ST-CCE-US57-S01,CCE,100.72.71.104,100.72.71.104,21980105673GJC002370,VRP,s5720-12TP-LI-AC
BR-GAY-GYW,BR-GAY-GYW-B2-IW-ABS-UL12-S01,ABS,100.72.71.99,100.72.71.98,21980109184EM3000879,VRP,s5735-L12T4S-A
GJ-HIM-K49,GJ-HIM-K49-C3-ST-CCE-C36G-S01,CCE,100.71.158.170,null,FOC1717Y4RR,IOS,cat3560cG8TC
GJ-DHJ-DVH,GJ-DHJ-DVH-B3-VM-SBS-UF57-S01,SBS,100.72.126.194,100.72.126.194,2102357675DMHA000097,VRP,s5701-28X-LI-AC
GJ-BRU-K72,GJ-BRU-K72-C3-ST-CCE-E12T-S01,CCE,100.72.126.195,100.72.126.195,EC2422001332,EdgeCOS,ECS4100-12T
UP-VAR-S91,UP-VAR-S91-C3-ST-CCE-E12T-S01,CCE,100.72.42.162,100.72.42.162,EC2344000892,EdgeCOS,ECS4100-12T
UP-VAR-N89,UP-VAR-N89-C3-ST-CCE-E12T-S01,CCE,100.72.42.163,100.72.42.163,EC2424004917,EdgeCOS,ECS4100-12T
UP-VAR-B55,UP-VAR-B55-C3-ST-CCE-E12T-S01,CCE,100.72.42.165,100.72.42.165,EC2341000628,EdgeCOS,ECS4100-12T
UP-VAR-Y24,UP-VAR-Y24-C3-ST-CCE-E12T-S01,CCE,100.72.42.166,100.72.42.166,EC2404000638,EdgeCOS,ECS4100-12T
UP-ALL-V85,UP-ALL-V85-C3-ST-CCE-E12T-S01,CCE,100.72.42.194,100.72.42.194,EC2404000630,EdgeCOS,ECS4100-12T
UP-MIR-NPY,UP-MIR-NPY-B4-VM-ABS-C29S-S01,ABS,100.72.42.226,100.72.42.226,FOC1751W3QF,IOS,catalyst296024
UP-VAR-LHT,UP-VAR-LHT-B2-VM-ABS-UC57-S01,ABS,100.72.46.202,210.18.10.48,21980105098YK5000196,VRP,s5700-28P-LI-BAT
UP-VAR-NFS,UP-VAR-NFS-B3-IW-ABS-UC57-S01,ABS,100.72.46.203,210.18.10.48,21980105138YK1000045,VRP,s5300-28P-LI-BAT
UP-VAR-RJE,UP-VAR-RJE-B4-VM-ABS-US57-S01,ABS,100.72.46.204,210.18.10.48,21023538368YK6001658,VRP,s5700S-28P-LI-AC
UP-VAR-KHC,UP-VAR-KHC-B4-VM-ABS-US57-S01,ABS,100.72.46.205,210.18.10.48,21023538368YG8004337,VRP,s5700S-28P-LI-AC
UP-VAR-KHC,UP-VAR-KHC-B4-VM-MLU-UF57-S02,MLU,100.72.46.206,100.72.46.206,21980105118YH2000005,VRP,s5700-28P-LI-24S-BAT
TN-MAA-P30,TN-MAA-P30-C3-ST-CCE-E12T-S01,CCE,100.66.63.29,100.66.63.29,EC2533002158,EdgeCOS,ECS4100-12T
MH-PUN-B22,MH-PUN-B22-C3-ST-CCE-E12T-S01,CCE,100.70.182.212,100.70.182.212,EC2528002414,EdgeCOS,ECS4100-12T
RJ-JPR-K04,RJ-JPR-K04-C3-ST-CCE-E12T-S01,CCE,100.70.197.189,100.70.197.189,EC2533002422,EdgeCOS,ECS4100-12T
TN-SIV-V46,TN-SIV-V46-C3-ST-CCE-E12T-S01,CCE,100.72.126.70,100.72.126.70,EC2535000219,EdgeCOS,ECS4100-12T
MH-MUM-E52,MH-MUM-E52-C3-ST-CCE-E12T-S01,CCE,100.71.96.22,100.71.96.22,EC2535000026,EdgeCOS,ECS4100-12T
MH-MUM-C39,MH-MUM-C39-C3-ST-CCE-E12T-S01,CCE,100.71.97.83,100.71.97.83,EC2535000106,EdgeCOS,ECS4100-12T
MH-PUN-P00,MH-PUN-P00-C3-ST-CCE-E12T-S01,CCE,100.72.51.2,100.72.51.2,EC2533002483,EdgeCOS,ECS4100-12T
KA-KWR-R97,KA-KWR-R97-C3-ST-CCE-E12T-S01,CCE,100.71.92.102,100.71.92.102,EC2418002213,EdgeCOS,ECS4100-12T
KA-BLR-U17,KA-BLR-U17-C3-ST-CCE-U572-S01,CCE,100.72.12.184,100.72.12.184,21980105673GHC001431,VRP,s5720-12TP-LI-AC
KA-BLR-S43,KA-BLR-S43-C3-ST-CCE-E12T-S01,CCE,100.72.12.80,100.72.12.80,EC2524000572,EdgeCOS,ECS4100-12T
MH-AUR-UDZ,MH-AUR-UDZ-B4-ID-ABS-US57-S01,ABS,100.67.75.2,100.67.75.2,21980105118YK9000245,VRP,s5700-28P-LI-24S-BAT
MH-PUN-J29,MH-PUN-J29-C3-ST-CCE-E12T-S01,CCE,100.70.182.51,100.70.182.51,EC2408000341,EdgeCOS,ECS4100-12T
KA-BLR-QM9,KA-BLR-QM9-C3-ST-CCE-U572-S01,CCE,100.72.7.217,100.72.7.217,21980105673GJ4002338,VRP,s5720-12TP-LI-AC
KA-BLR-E58,KA-BLR-E58-C3-ST-CCE-C35C-S01,CCE,100.72.9.170,100.72.9.170,FOC2712Y3HL,IOS,catwsC3560CX8tcS
KA-BLR-II5,KA-BLR-II5-C3-ST-CCE-E12T-S01,CCE,100.72.9.175,100.72.9.175,EC2511002639,EdgeCOS,ECS4100-12T
TN-SLM-Q42,TN-SLM-Q42-C3-ST-CCE-E12T-S01,CCE,100.71.250.27,100.71.250.27,EC2345003726,EdgeCOS,ECS4100-12T
TN-SLM-N76,TN-SLM-N76-C3-ST-CCE-E12T-S01,CCE,100.71.250.28,100.71.250.28,EC2345003761,EdgeCOS,ECS4100-12T
PB-HPR-T00,PB-HPR-T00-C3-ST-CCE-E12T-S01,CCE,100.72.205.221,100.72.205.221,EC2404005438,EdgeCOS,ECS4100-12T
MH-PUN-HH3,MH-PUN-HH3-C3-ST-CCE-V114-R01,CCE,100.71.197.234,100.70.168.193,LBADVA71224906569,ADVA,FSP 150-GE114Pro (HE)
MP-IND-H51,MP-IND-H51-C3-ST-CCE-E12T-S01,CCE,100.71.199.120,100.71.199.120,EC2408000297,EdgeCOS,ECS4100-12T
BR-PAT-C74,BR-PAT-C74-C3-ST-CCE-E12T-S01,CCE,100.71.124.98,100.71.124.98,EC2404005270,EdgeCOS,ECS4100-12T
WB-CAL-B98,WB-CAL-B98-C3-ST-CCE-E12T-S01,CCE,100.71.250.20,100.71.250.20,EC2533002247,EdgeCOS,ECS4100-12T
WB-CAL-Q11,WB-CAL-Q11-C3-ST-CCE-E12T-S01,CCE,100.72.70.75,100.72.70.75,EC2533002465,EdgeCOS,ECS4100-12T
WB-CAL-G98,WB-CAL-G98-C3-ST-CCE-E12T-S01,CCE,100.72.71.132,100.72.71.132,EC2533002118,EdgeCOS,ECS4100-12T
KL-CLT-K64,KL-CLT-K64-C3-ST-CCE-E12T-S01,CCE,100.65.238.52,100.65.238.52,EC2516000080,EdgeCOS,ECS4100-12T
GJ-RJP-A43,GJ-RJP-A43-C3-ST-CCE-E12T-S01,CCE,100.71.170.116,100.71.170.116,EC2535000128,EdgeCOS,ECS4100-12T
GJ-AMD-W57,GJ-AMD-W57-C3-ST-CCE-E12T-S01,CCE,100.71.44.123,100.71.44.123,EC2322002337,EdgeCOS,ECS4100-12T
KL-TVM-NYR,KL-TVM-NYR-B4-VM-ABS-US57-S01,ABS,100.65.111.194,100.65.111.194,21023538368YFC001796,VRP,s5700S-28P-LI-AC
HR-PPT-Y67,HR-PPT-Y67-C3-ST-CCE-E12T-S01,CCE,100.64.198.5,100.64.198.5,EC2446000800,EdgeCOS,ECS4100-12T
PY-PDY-I13,PY-PDY-I13-C3-ST-CCE-E12T-S01,CCE,100.71.179.206,100.71.179.206,EC2446000724,EdgeCOS,ECS4100-12T
UL-DDN-E69,UL-DDN-E69-C3-ST-CCE-UL8T-S01,CCE,100.71.208.244,100.71.208.244,4E2290006374,VRP,NA
TN-MAA-IW1,TN-MAA-IW1-C3-ST-CCE-U572-S01,CCE,100.66.59.246,100.66.59.246,21980105673GL9001169,VRP,s5720-12TP-LI-AC
TS-HYD-O62,TS-HYD-O62-C3-ST-CCE-US57-S01,CCE,100.71.220.243,100.71.220.243,21980105673GHC000455,VRP,s5720-12TP-LI-AC
KA-BLR-B60,KA-BLR-B60-C3-ST-CCE-E12T-S01,CCE,100.72.7.184,100.72.7.184,EC2428000374,EdgeCOS,ECS4100-12T
TN-RPT-D03,TN-RPT-D03-C3-ST-CCE-E12T-S01,CCE,100.71.46.46,100.71.46.46,EC2446000796,EdgeCOS,ECS4100-12T
MH-MUM-H62,MH-MUM-H62-C3-ST-CCE-U572-S01,CCE,100.71.15.235,100.71.15.235,21980105673GJ4002948,VRP,s5720-12TP-LI-AC
MP-UJJ-L20,MP-UJJ-L20-C3-ST-CCE-E12T-S01,CCE,100.71.209.122,100.71.209.122,EC2428000495,EdgeCOS,ECS4100-12T
UP-LUC-N33,UP-LUC-N33-C3-ST-CCE-E12T-S01,CCE,100.71.227.50,100.71.227.50,EC2446000681,EdgeCOS,ECS4100-12T
KL-CLT-SWE,KL-CLT-SWE-B2-AL-MME-US57-S01,MME,100.72.134.170,100.65.195.202,21023538368YK6001695,VRP,s5700S-28P-LI-AC
WB-CAL-B59,WB-CAL-B59-C3-ST-CCE-E12T-S01,CCE,100.65.216.14,100.65.216.14,EC2422001442,EdgeCOS,ECS4100-12T
WB-CAL-C62,WB-CAL-C62-C3-ST-CCE-E12T-S01,CCE,100.127.236.49,100.127.236.49,EC2428000485,EdgeCOS,ECS4100-12T
PB-KAP-R21,PB-KAP-R21-C3-ST-CCE-E12T-S01,CCE,100.71.209.58,100.71.209.58,EC2446000880,EdgeCOS,ECS4100-12T
DL-DEL-PSS,DL-DEL-PSS-B3-ST-MLU-E28F-S01,MLU,100.73.3.58,100.73.3.58,null,EdgeCOS,ECS4120-28Fv2
WB-CAL-P95,WB-CAL-P95-C3-ST-CCE-E12T-S01,CCE,100.70.165.121,100.70.165.121,EC2422001292,EdgeCOS,ECS4100-12T
MH-PUN-R13,MH-PUN-R13-C3-ST-CCE-E12T-S01,CCE,100.71.93.245,100.71.93.245,EC2431003812,EdgeCOS,ECS4100-12T
MH-BED-BEE,MH-BED-BEE-B3-VM-SBS-US57-S01,SBS,100.65.14.140,100.65.14.140,21980105098YK6000258,VRP,s5700-28P-LI-BAT
UL-HWR-Z38,UL-HWR-Z38-C3-ST-CCE-E12T-S01,CCE,100.72.54.26,100.72.54.26,EC2404005444,EdgeCOS,ECS4100-12T
MH-PUN-O12,MH-PUN-O12-C3-ST-CCE-E12T-S01,CCE,100.70.185.151,100.70.185.151,EC2404005550,EdgeCOS,ECS4100-12T
MH-KOL-K94,MH-KOL-K94-C3-ST-CCE-E12T-S01,CCE,100.71.135.227,100.71.135.227,EC2408000356,EdgeCOS,ECS4100-12T
MH-TAN-S61,MH-TAN-S61-C3-ST-CCE-E12T-S01,CCE,100.71.15.121,100.71.15.121,EC2404000558,EdgeCOS,ECS4100-12T
WB-CAL-GL2,WB-CAL-GL2-C3-ST-CCE-U572-S01,CCE,100.70.188.205,100.70.188.205,21980105673GK1002392,VRP,s5720-12TP-LI-AC
MH-PUN-J75,MH-PUN-J75-C3-ST-CCE-I530-R01,CCE,100.70.166.16,null,M9A05F33,CIENA,"Ciena,CN5130"
KA-BLR-F13,KA-BLR-F13-C3-ST-CCE-E12T-S01,CCE,100.72.7.25,100.72.7.25,EC2405001041,EdgeCOS,ECS4100-12T
UP-NDA-YDN,UP-NDA-YDN-B1-ST-MHU-C45X-S01,MHU,100.73.1.108,null,JAE24232E6C,XE,cat4500X16
UP-NDA-YDN,UP-NDA-YDN-B1-ST-MOB-E12T-S01,MOB,100.73.1.106,100.73.1.106,EC2322002375,EdgeCOS,ECS4100-12T
UP-NDA-YDN,UP-NDA-YDN-B1-ST-MLU-E28F-S01,MLU,100.73.1.107,100.73.1.107,null,EdgeCOS,ECS4120-28Fv2
UP-NDA-YDN,UP-NDA-YDN-B1-ST-MLU-UC57-S01,MLU,100.73.1.109,100.73.1.109,21980105138YKA000162,VRP,s5300-28P-LI-BAT
UP-NDA-OMT,UP-NDA-OMT-B1-ST-MBS-US57-S01,MBS,100.73.1.98,100.73.1.98,21023538368YJC000056,VRP,s5700S-28P-LI-AC
KL-TVM-V90,KL-TVM-V90-C3-ST-CCE-E12T-S01,CCE,100.70.143.195,100.70.143.195,EC2418001972,EdgeCOS,ECS4100-12T
OR-PDP-C18,OR-PDP-C18-C3-ST-CCE-E12T-S01,CCE,100.71.119.122,100.71.119.122,EC2404005647,EdgeCOS,ECS4100-12T
PB-MLI-V32,PB-MLI-V32-C3-ST-CCE-E12T-S01,CCE,100.71.196.231,100.71.196.231,EC2408000293,EdgeCOS,ECS4100-12T
UP-VAR-T56,UP-VAR-T56-C3-ST-CCE-E12T-S01,CCE,100.127.241.227,100.127.241.227,EC2516000305,EdgeCOS,ECS4100-12T
KA-BLR-T79,KA-BLR-T79-C3-ST-CCE-E12T-S01,CCE,100.71.134.57,100.71.134.57,EC2524000381,EdgeCOS,ECS4100-12T
MH-NAS-IAR,MH-NAS-IAR-B3-VM-ABS-E28F-S01,ABS,100.65.236.243,100.65.236.243,null,EdgeCOS,ECS4120-28Fv2
TN-MAA-U78,TN-MAA-U78-C3-ST-CCE-E12T-S01,CCE,100.66.61.146,100.66.61.146,EC2516001327,EdgeCOS,ECS4100-12T
RJ-JPR-JPR,RJ-JPR-JPR-T2-ST-CCE-V108-R01,CCE,100.67.55.171,null,LBADVAJU250800750,ADVA,FSP 150-XG108
TN-SLM-U55,TN-SLM-U55-C3-ST-CCE-E28F-S01,CCE,100.66.65.69,100.66.65.69,null,EdgeCOS,ECS4120-28Fv2
TN-MAA-J01,TN-MAA-J01-C3-ST-CCE-E12T-S01,CCE,100.66.65.70,100.66.65.70,EC2405000912,EdgeCOS,ECS4100-12T
TN-MAA-FN6,TN-MAA-FN6-C3-ST-CCE-C45X-S01,CCE,100.66.65.71,null,JAE220603KB,XE,cat4500X16
KA-BLR-K09,KA-BLR-K09-C3-ST-CCE-E12T-S01,CCE,100.72.18.21,100.72.18.21,EC2516001395,EdgeCOS,ECS4100-12T
TS-WGL-V33,TS-WGL-V33-C3-ST-CCE-E12T-S01,CCE,100.72.96.52,100.72.96.52,EC2516001521,EdgeCOS,ECS4100-12T
TS-WGL-E83,TS-WGL-E83-C3-ST-CCE-E12T-S01,CCE,100.72.96.53,100.72.96.53,EC2511002753,EdgeCOS,ECS4100-12T
HR-UBC-S03,HR-UBC-S03-C3-ST-CCE-E12T-S01,CCE,100.70.41.41,100.70.41.41,EC2516001516,EdgeCOS,ECS4100-12T
MH-SGL-P16,MH-SGL-P16-C3-ST-CCE-E12T-S01,CCE,100.71.126.27,100.71.126.27,EC2516000168,EdgeCOS,ECS4100-12T
HR-YAM-RYZ,HR-YAM-RYZ-B4-IW-ABS-E28F-S01,ABS,100.71.158.12,100.71.158.12,null,EdgeCOS,ECS4120-28Fv2-I
UP-BML-TEY,UP-BML-TEY-B3-IW-SBS-C29C-S01,SBS,100.71.241.50,null,FOC1447X0M9,IOS,catalyst296024
MH-MUM-S84,MH-MUM-S84-C3-ST-CCE-E12T-S01,CCE,100.71.15.228,100.71.15.228,EC2516000070,EdgeCOS,ECS4100-12T
MP-IND-L40,MP-IND-L40-C3-ST-CCE-E12T-S01,CCE,100.71.134.102,100.71.134.102,EC2516000198,EdgeCOS,ECS4100-12T
MP-BPL-BPL,MP-BPL-BPL-T2-ST-SSP-C45X-S01,SSP,100.71.165.18,null,JAE1939058G,XE,cat4500X16
MP-IND-P83,MP-IND-P83-C3-ST-CCE-E12T-S01,CCE,100.71.199.170,100.71.199.170,EC2516001386,EdgeCOS,ECS4100-12T
UP-NDA-F97,UP-NDA-F97-C3-ST-CCE-E12T-S01,CCE,100.73.12.146,100.73.12.146,EC2516001356,EdgeCOS,ECS4100-12T
HR-FBD-FSE,HR-FBD-FSE-B1-IW-ABS-E28F-S01,ABS,100.73.27.218,100.73.27.218,null,EdgeCOS,ECS4120-28Fv2
UP-NDA-A40,UP-NDA-A40-C3-ST-CCE-E12T-S01,CCE,100.73.32.98,100.73.32.98,EC2516000354,EdgeCOS,ECS4100-12T
AS-GUW-K00,AS-GUW-K00-C3-ST-CCE-E12T-S01,CCE,100.72.70.108,100.72.70.108,EC2516000272,EdgeCOS,ECS4100-12T
JH-RNC-R12,JH-RNC-R12-C3-ST-CCE-E12T-S01,CCE,100.72.45.69,100.72.45.69,EC2511002593,EdgeCOS,ECS4100-12T
JK-JMU-D34,JK-JMU-D34-C3-ST-CCE-E12T-S01,CCE,100.71.148.21,100.71.148.21,EC2322002299,EdgeCOS,ECS4100-12T
WB-DUR-R54,WB-DUR-R54-C3-ST-CCE-E12T-S01,CCE,100.72.41.11,100.72.41.11,EC2337001208,EdgeCOS,ECS4100-12T
WB-DUR-N60,WB-DUR-N60-C3-ST-CCE-E12T-S01,CCE,100.72.41.10,100.72.41.10,EC2405001032,EdgeCOS,ECS4100-12T
WB-DUR-N41,WB-DUR-N41-C3-ST-CCE-E12T-S01,CCE,100.72.41.12,100.72.41.12,EC2345003712,EdgeCOS,ECS4100-12T
WB-DUR-J75,WB-DUR-J75-C3-ST-CCE-E12T-S01,CCE,100.72.41.14,100.72.41.14,EC2408000433,EdgeCOS,ECS4100-12T
WB-DUR-X01,WB-DUR-X01-C3-ST-CCE-E12T-S01,CCE,100.72.41.13,100.72.41.13,EC2345003819,EdgeCOS,ECS4100-12T
WB-BRD-N35,WB-BRD-N35-C3-ST-CCE-E12T-S01,CCE,100.72.41.15,100.72.41.15,EC2428000459,EdgeCOS,ECS4100-12T
WB-DUR-TX3,WB-DUR-TX3-C3-ST-CCE-E12T-S01,CCE,100.72.41.16,100.72.41.16,EC2316000253,EdgeCOS,ECS4100-12T
WB-DUR-TX5,WB-DUR-TX5-C3-ST-CCE-E12T-S01,CCE,100.72.41.17,100.72.41.17,EC2316000433,EdgeCOS,ECS4100-12T
WB-DUR-B30,WB-DUR-B30-C3-ST-CCE-E12T-S01,CCE,100.72.41.18,100.72.41.18,EC2322002270,EdgeCOS,ECS4100-12T
WB-DUR-N71,WB-DUR-N71-C3-ST-CCE-E12T-S01,CCE,100.72.41.3,100.72.41.3,EC2322002499,EdgeCOS,ECS4100-12T
WB-DUR-MI5,WB-DUR-MI5-C3-ST-CCE-UL8T-S01,CCE,100.72.41.2,100.72.41.2,4E2160095054,VRP,S5735-L8T4S-A1
WB-DUR-L04,WB-DUR-L04-C3-ST-CCE-E12T-S01,CCE,100.72.41.5,100.72.41.5,EC2424004689,EdgeCOS,ECS4100-12T
WB-DUR-G40,WB-DUR-G40-C3-ST-CCE-E12T-S01,CCE,100.72.41.6,100.72.41.6,EC2424004751,EdgeCOS,ECS4100-12T
WB-DUR-H94,WB-DUR-H94-C3-ST-CCE-E12T-S01,CCE,100.72.41.4,100.72.41.4,EC2424004780,EdgeCOS,ECS4100-12T
WB-DUR-X69,WB-DUR-X69-C3-ST-CCE-E12T-S01,CCE,100.72.41.8,100.72.41.8,EC2345003786,EdgeCOS,ECS4100-12T
WB-DUR-U01,WB-DUR-U01-C3-ST-CCE-E12T-S01,CCE,100.72.41.9,100.72.41.9,EC2337001526,EdgeCOS,ECS4100-12T
WB-DUR-P60,WB-DUR-P60-C3-ST-CCE-E12T-S01,CCE,100.72.41.7,100.72.41.7,EC2418002192,EdgeCOS,ECS4100-12T
GA-PON-J81,GA-PON-J81-C3-ST-CCE-E12T-S01,CCE,100.72.98.186,100.72.98.186,EC2516001589,EdgeCOS,ECS4100-12T
GJ-RKT-Q55,GJ-RKT-Q55-C3-ST-CCE-E12T-S01,CCE,100.71.241.5,100.71.241.5,EC2341000658,EdgeCOS,ECS4100-12T
OR-CUT-G59,OR-CUT-G59-C3-ST-CCE-E12T-S01,CCE,100.71.81.30,100.71.81.30,EC2516000367,EdgeCOS,ECS4100-12T
OR-JSG-P56,OR-JSG-P56-C3-ST-CCE-E12T-S01,CCE,100.72.117.222,100.72.117.222,EC2507002284,EdgeCOS,ECS4100-12T
PB-HPR-U45,PB-HPR-U45-C3-ST-CCE-E12T-S01,CCE,100.72.71.216,100.72.71.216,EC2345003628,EdgeCOS,ECS4100-12T
PB-LUD-W02,PB-LUD-W02-C3-ST-CCE-E12T-S01,CCE,100.72.96.84,100.72.96.84,EC2516001496,EdgeCOS,ECS4100-12T
TS-HYD-Q06,TS-HYD-Q06-C3-ST-CCE-E12T-S01,CCE,100.72.134.45,100.72.134.45,EC2404005279,EdgeCOS,ECS4100-12T
TN-CBE-J77,TN-CBE-J77-C3-ST-CCE-U572-S01,CCE,100.71.62.46,100.71.62.46,21980112842SM6501617,VRP,S5735-L8T4S-A1
JH-RNC-GQ7,JH-RNC-GQ7-C3-ST-CCE-U572-S01,CCE,100.67.81.168,100.67.81.168,21980105673GJ9001068,VRP,s5720-12TP-LI-AC
GJ-AMD-S98,GJ-AMD-S98-C3-ST-CCE-C35C-S01,CCE,100.71.44.105,null,FOC2712Y51K,IOS,catwsC3560CX8tcS
JH-AYP-T06,JH-AYP-T06-C3-ST-CCE-E12T-S01,CCE,100.71.92.252,100.71.92.252,EC2316000162,EdgeCOS,ECS4100-12T
PB-JLN-P75,PB-JLN-P75-C3-ST-CCE-U572-S01,CCE,100.71.144.210,100.71.144.210,21980105673GHC001230,VRP,s5720-12TP-LI-AC
PB-MLI-O68,PB-MLI-O68-C3-ST-CCE-E12T-S01,CCE,100.71.196.236,100.71.196.236,EC2404005393,EdgeCOS,ECS4100-12T
MH-PUN-L23,MH-PUN-L23-C3-ST-CCE-E12T-S01,CCE,100.70.182.175,100.70.182.175,EC2424004687,EdgeCOS,ECS4100-12T
TN-MAA-NXT,TN-MAA-NXT-B1-ST-V114-CCE-R01,V114,100.66.57.116,null,LBADVA71191101566,ADVA,FSP 150-GE114Pro
MH-NAS-GJS,MH-NAS-GJS-B4-VM-MLU-E28F-S01,MLU,100.65.241.49,100.65.241.49,null,EdgeCOS,ECS4120-28Fv2
KA-HSR-HOF,KA-HSR-HOF-T3-TV-TLU-UF57-S01,TLU,100.72.100.24,100.72.100.24,21980105118YJ3000063,VRP,s5700-28P-LI-24S-BAT
AP-VIZ-R78,AP-VIZ-R78-C3-ST-CCE-E12T-S01,CCE,100.71.92.53,100.71.92.53,EC2535000080,EdgeCOS,ECS4100-12T
MP-IND-A21,MP-IND-A21-C3-ST-CCE-E12T-S01,CCE,100.71.134.111,100.71.134.111,EC2533002035,EdgeCOS,ECS4100-12T
MH-MUM-C58,MH-MUM-C58-C3-ST-CCE-V114-R01,CCE,100.71.24.186,null,LBADVA71224906568,ADVA,FSP 150-GE114Pro (HE)
WB-CAL-V95,WB-CAL-V95-C3-ST-CCE-E12T-S01,CCE,100.71.157.36,100.71.157.36,EC2533002445,EdgeCOS,ECS4100-12T
WB-CAL-P82,WB-CAL-P82-C3-ST-CCE-E12T-S01,CCE,100.71.157.38,100.71.157.38,EC2533002512,EdgeCOS,ECS4100-12T
PB-KHN-L81,PB-KHN-L81-C3-ST-CCE-E12T-S01,CCE,100.73.44.194,100.73.44.194,EC2535000023,EdgeCOS,ECS4100-12T
KA-BRY-SQS,KA-BRY-SQS-B3-IW-ABS-UC57-S01,ABS,100.71.202.227,100.71.202.227,21980105098YK6000010,VRP,s5700-28P-LI-BAT
UL-DDN-VNI,UL-DDN-VNI-B3-IW-ABS-E28F-S01,ABS,100.72.134.242,100.72.134.242,null,EdgeCOS,ECS4120-28Fv2
KA-SMG-Y64,KA-SMG-Y64-C3-ST-CCE-C36G-S01,CCE,100.72.67.2,100.72.67.2,FOC2039Y2CQ,IOS,cat3560cG8TC
MP-BNH-C63,MP-BNH-C63-C3-ST-CCE-E12T-S01,CCE,100.70.105.101,100.70.105.101,EC2408000285,EdgeCOS,ECS4100-12T
MH-NAS-L69,MH-NAS-L69-C3-ST-CCE-E12T-S01,CCE,100.71.46.13,100.71.46.13,EC2405000977,EdgeCOS,ECS4100-12T
MH-MUM-E69,MH-MUM-E69-C3-ST-CCE-U572-S01,CCE,100.71.96.125,100.71.96.125,21980105673GH7000127,VRP,s5720-12TP-LI-AC
MH-PUN-W74,MH-PUN-W74-C3-ST-CCE-E12T-S01,CCE,100.72.18.231,100.72.18.231,EC2424004934,EdgeCOS,ECS4100-12T
GA-PNJ-RZ6,GA-PNJ-RZ6-C3-ST-CCE-UL8X-S01,CCE,100.72.134.35,100.72.134.35,2S2210012130,VRP,S5735-L8T4X-A1
KL-COC-F94,KL-COC-F94-C3-ST-CCE-E12T-S01,CCE,100.71.34.5,100.71.34.5,EC2418002122,EdgeCOS,ECS4100-12T
GJ-SRT-S51,GJ-SRT-S51-C3-ST-CCE-E12T-S01,CCE,100.67.44.157,100.67.44.157,EC2404005288,EdgeCOS,ECS4100-12T
WB-IHB-C03,WB-IHB-C03-C3-ST-CCE-E12T-S01,CCE,100.70.255.125,100.70.255.125,EC2422001295,EdgeCOS,ECS4100-12T
UP-NDA-NDO,UP-NDA-NDO-T1-ST-CCE-V114-R01,CCE,100.127.253.246,100.70.1.138,LBADVA71224302476,ADVA,FSP 150-GE114Pro (HE)
UA-SIC-SGJ,UA-SIC-SGJ-B4-BS-ABS-E28F-S01,ABS,100.72.144.74,100.72.144.74,null,EdgeCOS,ECS4120-28Fv2
TN-MAA-A61,TN-MAA-A61-C3-ST-CCE-E12T-S01,CCE,100.66.59.176,100.66.59.176,EC2418002107,EdgeCOS,ECS4100-12T
