x_sitl_telco_sify_u_lms_id,x_sitl_telco_sify_u_aconnectinginterface,x_sitl_telco_sify_u_zconnectinginterface,x_sitl_telco_sify_u_a_device,x_sitl_telco_sify_u_z_device,x_sitl_telco_sify_u_link_status,u_provider_circuit_id,x_sitl_telco_sify_u_circuit_id,x_sitl_telco_sify_u_bandwidth,u_bandwidth_units,sys_class_name,x_sitl_telco_sify_u_vendor_name,u_a_pop,u_z_pop,x_sitl_telco_sify_u_total_distance,x_sitl_telco_sify_u_link_description
22275,,,,,Active,22275,22275,10,Gbps,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,6.4,
22341,,,,,Active,22341,22341,100,Gbps,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,6.4,
22793,TenGigE0/0/0/0,TenGigE0/0/0/29,100.72.0.66,100.72.0.2,Active,Vasanthnagar - Ulsoor,Vasanthnagar - Ulsoor,10,Gbps,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,KA-BLR-USB,KA-BLR-VNG,8.5,
22970,TwentyFiveGigE1/0/1,TwentyFiveGigE1/0/1,100.71.25.41,100.71.25.41,Active,ITSPLCID2021030,ITSPLCID2021030,,,Sify_DataLinks_Fiber,INFOMATES TECHNO SOLUTIONS PVT LTD,KL-COC-HKC,KL-COC-HKC,11,
15152,GigabitEthernet0/0/2,GigabitEthernet0/0/1,100.67.86.134,100.67.86.135,Active,,,,,Sify_DataLinks_Fiber,FLASH ELECTRONICS,TN-MDU-TOL,TN-MDU-TSM,4.9,
15838,TenGigE0/0/0/16,TenGigE0/0/0/0,100.73.23.86,100.73.23.81,Active,GIG/SIFY/18-19/0127,GIG/SIFY/18-19/0127,,,Sify_DataLinks_Fiber,GIGATEL SOLUTIONS PVT LTD,DL-DEL-HLO,DL-DEL-SRV,7,
11620,,,,,Active,LMS11620,LMS11620,,,Sify_DataLinks_Fiber,EQUINIX INDIA PRIVATE LIMITED,,,10267,
13469,TenGigE0/0/0/16,TenGigE0/0/0/16,100.72.0.141,100.72.0.137,Active,Manyata-Thanisandra,Manyata-Thanisandra,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,KA-BLR-YAT,KA-BLR-DTH,3.9746,
13822,TenGigE0/0/0/50,TenGigE0/0/0/0,100.72.0.4,100.72.0.229,Active,JN-Shantinagar,JN-Shantinagar,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,KA-BLR-JYN,KA-BLR-HSS,6.376,
13835,,,,,Active,Oberoi-DTDC,Oberoi-DTDC,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,,,1.7,
15286,TenGigabitEthernet1/3,TenGigabitEthernet1/1,100.66.58.2,100.66.58.8,Active,,,,,Sify_DataLinks_Fiber,KAL CABLES PVT LTD,TN-MAA-AED,TN-MAA-RUF,2,
15460,TenGigE0/0/0/0,TenGigE0/0/0/16,100.72.12.6,100.72.12.4,Active,NA,NA,,,Sify_DataLinks_Fiber,WAAVELITE COMMUNICATION PVT LTD,KA-BLR-KBF,KA-BDD-KCP,19,Kumbalagoodu-BSTN_Kenchanakuppe-Viom colo_Gig_1024_Waavelite communication pvt ltd_15460
23005,,,,,Active,Hubli - Hubli IT Park-TTSL Aggr,Hubli - Hubli IT Park-TTSL Aggr,,,Sify_DataLinks_Fiber,TULIP TECHNOLOGIES,,,2.8,
23126,TenGigabitEthernet1/9,TenGigabitEthernet1/1,100.66.60.8,100.66.60.4,Active,2.02201E+11,2.02201E+11,,,Sify_DataLinks_Fiber,A V NETWORKS,TN-MAA-PDT,TN-MAA-RRU,4.5,
23128,TenGigabitEthernet1/11,TenGigabitEthernet1/3,100.66.60.5,100.66.60.21,Active,2.02201E+11,2.02201E+11,,,Sify_DataLinks_Fiber,A V NETWORKS,TN-MAA-VLV,TN-MAA-GDB,9.5,
23742,TwentyFiveGigE1/0/1,,100.71.61.20,,Active,2.02201E+11,2.02201E+11,,,Sify_DataLinks_Fiber,REGICOM,TN-CBE-GPN,,13,
20459,TwentyFiveGigE1/0/2,TenGigabitEthernet1/1,100.71.61.23,100.67.78.232,Active,PO#201801204176,PO#201801204176,,,Sify_DataLinks_Fiber,REGICOM,TN-CBE-PEE,TN-CBE-NBU,15,
21884,,,,,Active,21884,21884,,,Sify_DataLinks_Fiber,LINEUP DISTRIBUTIONS PRIVATE LIMITED,,,13.5,
21960,,,,,Active,NA,NA,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,,,7.186,
26385,TwentyFiveGigE0/0/0/30,TwentyFiveGigE0/0/0/30,100.66.70.67,100.66.70.66,Active,123456,123456,,,Sify_DataLinks_Fiber,A V NETWORKS,TN-MAA-KJU,TN-SPB-IGO,19.5,
24996,,,,,Active,HSR - UMLAUT,HSR - UMLAUT,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,,,0,
25087,TenGigE0/0/0/0,TenGigE0/0/0/0,100.72.12.1,100.72.12.1,Active,Jaya Nagar-Global Village ATC Colo,Jaya Nagar-Global Village ATC Colo,,,Sify_DataLinks_Fiber,WAAVELITE COMMUNICATION PVT LTD,KA-BLR-RVZ,KA-BLR-GBV,18,
25227,TwentyFiveGigE1/0/2,,100.71.25.55,,Active,2.02301E+11,2.02301E+11,,,Sify_DataLinks_Fiber,SKYLINK MULTIMEDIA PVT LTD,KL-COC-LOO,,1.5,
25228,TwentyFiveGigE1/0/1,,100.71.25.56,,Active,2.02301E+11,2.02301E+11,,,Sify_DataLinks_Fiber,SKYLINK MULTIMEDIA PVT LTD,KL-COC-VNL,,6.5,
25113,TenGigE0/0/1/2,TenGigE0/0/1/2,100.72.0.4,100.72.0.4,Active,JN-Bangarappanagar,JN-Bangarappanagar,,,Sify_DataLinks_Fiber,SIRISAMPADA INFRASTRUCTURE PVT LTD,KA-BLR-JYN,KA-BLR-JYN,13.2,
15978,GigabitEthernet0/0/26,GigabitEthernet0/0/26,100.71.172.122,100.71.91.130,Active,PO#2018208128,PO#2018208128,,,Sify_DataLinks_Fiber,OSCAR TELECOM PRIVATE LIMITED,TN-ERO-ERO,TN-ERO-EOE,10,Erode-TVI Colo_Erode_EoS-45-Mb_45_Oscar Telecom Private Limited_15978
21000,ethernet1/28,ethernet1/28,100.72.17.3,100.72.17.6,Active,NA,NA,,,Sify_DataLinks_Fiber,SIRISAMPADA INFRASTRUCTURE PVT LTD,KA-BLR-DAU,KA-NMA-NGL,13,
21032,GigabitEthernet0/0/3,GigabitEthernet0/0/2,100.67.86.132,100.67.86.131,Active,PO#201901206948,PO#201901206948,,,Sify_DataLinks_Fiber,FLASH ELECTRONICS,TN-MDU-OKI,TN-MDU-SAZ,7.453,
21119,GigabitEthernet0/0/25,GigabitEthernet0/0/25,100.65.229.242,119.227.200.226,Active,FLASH-LMS-21119,FLASH-LMS-21119,,,Sify_DataLinks_Fiber,FLASH ELECTRONICS,TN-TNV-SMH,TN-TNV-THD,5.307,S - M High Road-Palayamkottai-tvl-Viom-Gig-1024-Flash Electronics-21119
21185,TenGigabitEthernet1/2,TenGigabitEthernet2/1/9,100.66.58.17,100.66.58.6,Active,,,,,Sify_DataLinks_Fiber,ZEES BROADBAND PRIVATE LIMITED,TN-MAA-TEW,TN-MAA-SGA,2,
21625,TenGigE0/0/0/16,TenGigE0/0/0/0,100.72.0.87,100.72.0.86,Active,NA,NA,,,Sify_DataLinks_Fiber,SIRISAMPADA INFRASTRUCTURE PVT LTD,KA-BLR-DME,KA-BLR-WRO,8.12,
21864,TenGigabitEthernet1/4,TenGigabitEthernet1/4,100.66.66.6,100.66.66.6,Active,2.02001E+11,2.02001E+11,,,Sify_DataLinks_Fiber,LINEUP DISTRIBUTIONS PRIVATE LIMITED,TN-MAA-AUB,TN-MAA-AUB,7,
21944,,,,,Active,NA,NA,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,,,4.85,
21977,TenGigabitEthernet1/1/6,TenGigabitEthernet1/8,100.66.62.1,100.66.62.8,Active,2.02001E+11,2.02001E+11,,,Sify_DataLinks_Fiber,LINEUP DISTRIBUTIONS PRIVATE LIMITED,TN-MAA-SSF,TN-MAA-LYK,3.45,
21994,,,,,Active,NA,NA,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,,,2.608,
9520,GigabitEthernet0/0/4,GigabitEthernet0/0/1,100.67.86.130,100.67.86.136,Active,,,,,Sify_DataLinks_Fiber,SKYLINK MULTIMEDIA PVT LTD,TN-MDU-MDU,TN-MDU-AZG,10,
23738,TwentyFiveGigE2/0/5,,100.71.89.2,,Active,2.02201E+11,2.02201E+11,,,Sify_DataLinks_Fiber,R R NETWORKS,TN-CBE-CBE,,7,
23739,TwentyFiveGigE1/0/8,,100.71.89.2,,Active,2.02201E+11,2.02201E+11,,,Sify_DataLinks_Fiber,REGICOM,TN-CBE-CBE,,14,
23743,TwentyFiveGigE1/0/16,,100.71.61.19,,Active,2.02201E+11,2.02201E+11,,,Sify_DataLinks_Fiber,REGICOM,TN-CBE-TYY,,10,
11958,TenGigE0/0/0/16,TenGigE0/0/0/16,100.72.0.65,100.72.0.64,Active,11958,11958,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,KA-BLR-RLA,KA-BLR-RGT,1.1466,
14330,,,,,Active,,,,,Sify_DataLinks_Fiber,TULIP TECHNOLOGIES,,,1.7,
11618,TenGigE0/0/1/1,TenGigE0/0/0/0,100.72.0.3,100.72.0.208,Active,11618,11618,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,KA-BLR-HLY,KA-BLR-RKO,6.166,
13281,,,,,Active,DARKFIBER18.39KMS,DARKFIBER18.39KMS,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,KA-BLR-AID,KA-BLR-BIE,20.2,
13464,TwentyFiveGigE0/0/0/33,,100.72.0.2,100.72.0.2,Active,PO NO 2017203441,PO NO 2017203441,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,KA-BLR-VNG,KA-BLR-VNG,5.59,
13798,TenGigabitEthernet1/1/13,TenGigabitEthernet1/1,100.66.75.66,100.66.80.29,Active,BLRT05-HSR,BLRT05-HSR,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,KA-BLR-AID,KA-BLR-HLY,19.78,
13852,,,,,Active,Velangani Tech Park BSTN-Netmagic DC E city-Fiber POP,Velangani Tech Park BSTN-Netmagic DC E city-Fiber POP,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,,,7.0275,
14863,,,,,Active,091CHEN1258031506583,091CHEN1258031506583,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15459,TenGigE0/0/0/0,TenGigE0/0/0/17,100.72.12.5,100.72.12.6,Active,NA,NA,,,Sify_DataLinks_Fiber,WAAVELITE COMMUNICATION PVT LTD,KA-KEN-ENK,KA-BLR-KBF,8.4,Kengeri-Viom colo_Kumbalagoodu-BSTN_Gig_1024_Waavelite communication pvt ltd_15459
15461,TenGigE0/0/0/0,TenGigE0/0/0/16,100.72.12.4,100.72.12.2,Active,NA,NA,,,Sify_DataLinks_Fiber,WAAVELITE COMMUNICATION PVT LTD,KA-BDD-KCP,KA-BDD-BIM,7.8,
15464,TenGigE0/0/0/0,TenGigabitEthernet1/1,100.72.12.8,100.66.86.2,Active,NA,NA,,,Sify_DataLinks_Fiber,WAAVELITE COMMUNICATION PVT LTD,KA-BLR-UYP,KA-BLR-YCH,15,
23229,,,,,Active,Bangarappa Nagar - Janatha Colony-Viom colo,Bangarappa Nagar - Janatha Colony-Viom colo,,,Sify_DataLinks_Fiber,SIRISAMPADA INFRASTRUCTURE PVT LTD,,,8,
20452,TenGigE0/0/0/16,TenGigE0/0/0/0,100.72.0.147,100.72.0.146,Active,Hoskote-Hoskote KIADB-Viom colo,Hoskote-Hoskote KIADB-Viom colo,,,Sify_DataLinks_Fiber,SIRISAMPADA INFRASTRUCTURE PVT LTD,KA-BLR-HOT,KA-BLR-HSK,10,
20691,TenGigabitEthernet1/1,TenGigE0/0/0/16,100.66.78.33,100.72.0.136,Active,NA,NA,,,Sify_DataLinks_Fiber,SIRISAMPADA INFRASTRUCTURE PVT LTD,KA-DOD-SCC,KA-DOD-SCC,25,
20692,TenGigE0/0/0/0,TenGigabitEthernet1/1,100.72.0.131,100.66.78.32,Active,NA,NA,,,Sify_DataLinks_Fiber,SIRISAMPADA INFRASTRUCTURE PVT LTD,KA-DNV-DHV,KA-BLR-DVL,9.2,
21640,,,,,Active,PO#202001203070,PO#202001203070,,,Sify_DataLinks_Fiber,FLASH ELECTRONICS,,,4.5,
21736,TenGigabitEthernet2/1/9,TenGigabitEthernet1/3,100.66.75.66,100.66.80.17,Active,NA,NA,,,Sify_DataLinks_Fiber,SIRISAMPADA INFRASTRUCTURE PVT LTD,KA-BLR-AID,KA-BLR-TFE,17.5,
21945,,,,,Active,NA,NA,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,,,4.288,
21951,TenGigE0/0/0/29,TenGigE0/0/0/16,100.72.0.3,100.72.0.208,Active,NA,NA,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,KA-BLR-HLY,KA-BLR-RKO,9.969,
15977,GigabitEthernet0/0/25,GigabitEthernet0/0/25,100.71.172.122,100.71.91.130,Active,PO#2018208127,PO#2018208127,,,Sify_DataLinks_Fiber,OSCAR TELECOM PRIVATE LIMITED,TN-ERO-ERO,TN-ERO-EOE,8,Erode-Erode-TVI Colo-EoS-45-Mb-45-Oscar Telecom Private Limited-15977
20024,GigabitEthernet0/0/26,GigabitEthernet0/0/26,221.135.75.210,100.67.67.22,Active,PO#201801200368,PO#201801200368,1,Gbps,Sify_DataLinks_Fiber,OSCAR TELECOM PRIVATE LIMITED,TN-TUP-TPR,TN-TUP-TUZ,5,
20053,GigabitEthernet0/0/25,GigabitEthernet0/0/26,221.135.75.210,100.67.67.22,Active,PO#201801200680,PO#201801200680,,,Sify_DataLinks_Fiber,OSCAR TELECOM PRIVATE LIMITED,TN-TUP-TPR,TN-TUP-TUZ,7,
20445,GigabitEthernet0/0/26,GigabitEthernet0/0/26,100.71.84.74,100.67.83.110,Active,FLASH_DGL DF-1-OIL MIL to YMR PATTI,FLASH_DGL DF-1-OIL MIL to YMR PATTI,,,Sify_DataLinks_Fiber,FLASH ELECTRONICS,TN-DGL-OLI,TN-DGL-OLI,3.545,Oil Mill DGL-Viom colo-Dindigul-Viom colo-Eos-20-Mb-20-Flash Electronics-20445
21008,GigabitEthernet0/0/10,GigabitEthernet0/0/26,100.67.37.190,100.67.68.107,Active,PO#201901206608,PO#201901206608,,,Sify_DataLinks_Fiber,OSCAR TELECOM PRIVATE LIMITED,TN-TPJ-TPJ,TN-TPJ-HYO,6,
21033,GigabitEthernet0/0/1,GigabitEthernet0/0/1,100.67.86.130,100.67.86.131,Active,PO#201901206949,PO#201901206949,,,Sify_DataLinks_Fiber,FLASH ELECTRONICS,TN-MDU-MDU,TN-MDU-SAZ,4.673,
21866,TenGigabitEthernet1/2,TenGigabitEthernet1/1,100.66.60.11,100.66.60.10,Active,2.02001E+11,2.02001E+11,,,Sify_DataLinks_Fiber,LINEUP DISTRIBUTIONS PRIVATE LIMITED,TN-MAA-GHO,TN-MAA-WBM,4,
22112,TenGigabitEthernet1/1/5,TenGigabitEthernet1/8,100.66.65.66,100.66.60.17,Active,PO:202001213409,PO:202001213409,,,Sify_DataLinks_Fiber,LINEUP DISTRIBUTIONS PRIVATE LIMITED,TN-MAA-VEY,TN-MAA-HLR,9.5,
22953,TwentyFiveGigE1/0/1,,100.71.25.20,,Active,ITSPLCID2021021,ITSPLCID2021021,,,Sify_DataLinks_Fiber,INFOMATES TECHNO SOLUTIONS PVT LTD,KL-COC-CSC,,1.149,
24517,GigabitEthernet0/0/28,,100.71.35.3,,Active,GAL1047,GAL1047,,,Sify_DataLinks_Fiber,GALA INFORMATION HIGHWAY PVT LTD,KL-COC-TDY,,3,
25171,TwentyFiveGigE1/0/2,,100.71.25.34,,Active,2.02301E+11,2.02301E+11,,,Sify_DataLinks_Fiber,INFOMATES TECHNO SOLUTIONS PVT LTD,KL-COC-PVQ,,0.702,
25172,TwentyFiveGigE1/0/1,,100.71.25.35,,Active,2.02301E+11,2.02301E+11,,,Sify_DataLinks_Fiber,INFOMATES TECHNO SOLUTIONS PVT LTD,KL-COC-HYG,,1.268,
25422,GigabitEthernet0/0/1,GigabitEthernet0/0/2,100.71.230.100,100.71.230.98,Active,LMSID 25422,LMSID 25422,,,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,AP-VWD-PIO,AP-VWD-BNZ,13,
13345,GigabitEthernet0/0/25,GigabitEthernet0/0/25,100.72.205.66,100.65.211.114,Active,,,,,Sify_DataLinks_Fiber,OSCAR TELECOM PRIVATE LIMITED,TN-SLM-SLM,TN-SLM-YUM,4.15,
10357,TenGigabitEthernet1/4,TenGigabitEthernet1/1,100.66.60.16,100.66.60.15,Active,,,,,Sify_DataLinks_Fiber,I SOLUTIONS TELENETWORK PVT LTD,TN-MAA-GGE,TN-MAA-REL,1.6,
11171,TenGigabitEthernet2/1/6,TenGigabitEthernet2/1/1,100.66.58.129,100.66.58.6,Active,,,,,Sify_DataLinks_Fiber,POWERGRID TELESERVICES LIMITED,TN-MAA-TDL,TN-MAA-SGA,12.71,
13470,TenGigE0/0/0/0,TenGigE0/0/0/16,100.72.0.137,100.72.0.129,Active,Thanisandra-Bhartiya City,Thanisandra-Bhartiya City,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,KA-BLR-DTH,KA-BLR-BYI,6.2352,
13830,TenGigE0/0/1/4,TenGigE0/0/1/4,100.72.0.4,100.72.0.4,Active,YELCHANAHALLI-JN,YELCHANAHALLI-JN,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,KA-BLR-JYN,KA-BLR-JYN,5.861,
14481,,,,,Active,,,,,Sify_DataLinks_Fiber,TULIP TECHNOLOGIES,,,0.9,
25469,TenGigabitEthernet1/4,GigabitEthernet0/0/25,100.72.98.178,100.71.165.98,Active,DD Urs Road-BSNL colo-Nanjangud,DD Urs Road-BSNL colo-Nanjangud,,,Sify_DataLinks_Fiber,TULIP TECHNOLOGIES,KA-MYS-UOO,KA-MYS-UOO,27,
22278,,,,,Active,22278,22278,10,Gbps,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,7.79,
22279,,,,,Active,22279,22279,10,Gbps,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,4.63,
22344,,,,,Active,22344,22344,100,Gbps,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,7.79,
22345,,,,,Active,22345,22345,100,Gbps,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,4.63,
22923,,,,,Active,22923,22923,,,Sify_DataLinks_Fiber,LINEUP DISTRIBUTIONS PRIVATE LIMITED,,,5,
22924,,,,,Active,22924,22924,,,Sify_DataLinks_Fiber,LINEUP DISTRIBUTIONS PRIVATE LIMITED,,,6.2,
22946,,,,,Active,Tumkur-Batawadi-Indus Colo Primary,Tumkur-Batawadi-Indus Colo Primary,,,Sify_DataLinks_Fiber,TULIP TECHNOLOGIES,,,5.8,
23455,,,,,Active,Hubli - Hubli Vodafone Aggr,Hubli - Hubli Vodafone Aggr,,,Sify_DataLinks_Fiber,TULIP TECHNOLOGIES,,,1.9,
20087,TenGigE0/0/0/16,TenGigE0/0/0/0,100.72.0.149,100.72.0.147,Active,Hoskote KIADB-Viom colo-Soukaya Road BSTN,Hoskote KIADB-Viom colo-Soukaya Road BSTN,,,Sify_DataLinks_Fiber,SIRISAMPADA INFRASTRUCTURE PVT LTD,KA-BLR-IKI,KA-BLR-HOT,38,
20849,,,,,Active,20849,20849,,,Sify_DataLinks_Fiber,ATRIA CONVERGENCE TECHNOLOGIES PVT LTD,,,19.98,
21379,GigabitEthernet0/0/28,GigabitEthernet0/0/28,100.72.17.149,100.65.87.78,Active,NA,NA,,,Sify_DataLinks_Fiber,TULIP TECHNOLOGIES,KA-MYS-YDR,KA-MYS-UOO,7.3,
21924,TenGigabitEthernet1/2,TenGigabitEthernet1/2,100.66.58.16,100.66.58.15,Active,2.02001E+11,2.02001E+11,,,Sify_DataLinks_Fiber,LINEUP DISTRIBUTIONS PRIVATE LIMITED,TN-MAA-PSI,TN-MAA-ICP,2,
21997,,,,,Active,?SNSF002,?SNSF002,,,Sify_DataLinks_Fiber,S N CABLE VISION,,,1.66,
22009,GigabitEthernet0/0/25,,100.65.174.125,,Active,EAVI4033WE,EAVI4033WE,,,Sify_DataLinks_Fiber,OPTIC BROADBAND SERVICES LLP,KL-TCR-ESF,,4.033,
25715,GigabitEthernet0/0/26,,124.7.238.56,,Active,Hubli - Hubli VI AGG Lamington RD Sec,Hubli - Hubli VI AGG Lamington RD Sec,,,Sify_DataLinks_Fiber,TULIP TECHNOLOGIES,KA-HUB-HVF,,2.9,
22265,,,,,Active,22265,22265,10,Gbps,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,8.004,
22277,,,,,Active,22277,22277,10,Gbps,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,7.5,
22318,,,,,Active,22318,22318,10,Gbps,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,8.8,
22331,,,,,Active,22331,22331,10,Gbps,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,8.004,
22343,,,,,Active,22344,22344,100,Gbps,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,7.5,
23412,,,,,Active,23412,23412,,,Sify_DataLinks_Fiber,L&T METRO RAIL (HYDERABAD) LIMITED,,,8,
24657,,,,,Active,Bijapur-Viom colo - Bijapur-Vi Aggr,Bijapur-Viom colo - Bijapur-Vi Aggr,,,Sify_DataLinks_Fiber,TULIP TECHNOLOGIES,,,1.3,
24667,,,,,Active,LMSID:24667,LMSID:24667,,,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,14.55,
24668,,,,,Active,LMSID:24668,LMSID:24668,,,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,14.55,
25417,,,,,Active,LMSID 25417,LMSID 25417,,,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,4.3,
25468,TenGigabitEthernet1/2,GigabitEthernet0/0/26,100.72.98.182,100.65.128.2,Active,Kadakola-Nanjangud,Kadakola-Nanjangud,,,Sify_DataLinks_Fiber,TULIP TECHNOLOGIES,KA-MYS-SBD,KA-NGD-NJD,11,
25577,GigabitEthernet0/0/25,GigabitEthernet0/0/25,100.64.170.99,100.64.170.99,Active,2.02401E+11,2.02401E+11,,,Sify_DataLinks_Fiber,FLASH ELECTRONICS,TN-TUT-TTV,TN-TUT-TTV,3.9,
20404,,,,,Active,20402,20402,,Kbps,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,9.5,
20562,,,,,Active,20562,20562,,,Sify_DataLinks_Fiber,ATRIA CONVERGENCE TECHNOLOGIES PVT LTD,AP-HYD-KTP,AP-HYD-NVG,5.252,Kothapet_Nagole-Viom Colo_Gig_1024_Atria Convergence Technologies Pvt Ltd_20562
20565,TenGigabitEthernet1/1,TenGigabitEthernet1/3,100.65.203.2,100.65.177.133,Active,20565,20565,,,Sify_DataLinks_Fiber,ATRIA CONVERGENCE TECHNOLOGIES PVT LTD,AP-HYD-CZH,AP-HYD-MIY,13.731,
20770,TenGigE0/0/0/1,TenGigE0/0/0/1,100.72.12.7,100.72.12.7,Active,NA,NA,,,Sify_DataLinks_Fiber,WAAVELITE COMMUNICATION PVT LTD,KA-BLR-XTN,KA-BLR-XTN,32.8,
21394,,TenGigabitEthernet1/3,,100.66.62.8,Active,201901212330 -21394,201901212330 -21394,,,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,TN-MAA-LYK,1,
21395,TenGigabitEthernet1/16,TenGigabitEthernet1/4,100.66.62.8,100.66.62.7,Active,201901212337 - 21395,201901212337 - 21395,,,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,TN-MAA-LYK,TN-MAA-ANN,3.2,
21641,,,,,Active,PO#202001203069,PO#202001203069,,,Sify_DataLinks_Fiber,FLASH ELECTRONICS,,,6,
21878,,,,,Active,21878,21878,,,Sify_DataLinks_Fiber,LINEUP DISTRIBUTIONS PRIVATE LIMITED,,,8,
21937,,,,,Active,1502202101,1502202101,,,Sify_DataLinks_Fiber,GOLDEN FIBER SOLUTIONS,,,2.3978,
15462,TenGigE0/0/0/16,TenGigE0/0/0/16,100.72.12.7,100.72.12.7,Active,Bidadi-Viom colo-NxtGen DC,Bidadi-Viom colo-NxtGen DC,,,Sify_DataLinks_Fiber,WAAVELITE COMMUNICATION PVT LTD,KA-BLR-XTN,KA-BLR-XTN,1.423,
15151,GigabitEthernet0/0/2,GigabitEthernet0/0/2,100.67.86.135,100.67.86.136,Active,,,,,Sify_DataLinks_Fiber,FLASH ELECTRONICS,TN-MDU-TSM,TN-MDU-AZG,5.3,
20519,TenGigE0/0/0/0,TenGigabitEthernet1/1,100.72.0.241,100.66.86.16,Active,NA,NA,,,Sify_DataLinks_Fiber,SIRISAMPADA INFRASTRUCTURE PVT LTD,KA-BLR-PRV,KA-BLR-PRV,10,
20668,,,,,Active,20668,20668,,,Sify_DataLinks_Fiber,DINESH ENGINEERS LTD,,,8.399,
20757,,,,,Active,20757,20757,,,Sify_DataLinks_Fiber,ATRIA CONVERGENCE TECHNOLOGIES PVT LTD,,,2.4836,
21790,,,,,Active,NA,NA,,,Sify_DataLinks_Fiber,SIRISAMPADA INFRASTRUCTURE PVT LTD,,,16,
21845,TenGigabitEthernet1/1,TenGigabitEthernet1/1,100.66.60.12,100.66.60.11,Active,2.02001E+11,2.02001E+11,,,Sify_DataLinks_Fiber,LINEUP DISTRIBUTIONS PRIVATE LIMITED,TN-MAA-VAD,TN-MAA-GHO,5.8,
21851,TenGigabitEthernet1/1/11,TenGigabitEthernet1/7,100.66.65.66,100.66.60.8,Active,2.02001E+11,2.02001E+11,,,Sify_DataLinks_Fiber,LINEUP DISTRIBUTIONS PRIVATE LIMITED,TN-MAA-VEY,TN-MAA-PDT,7,
22081,TenGigE0/0/0/16,TenGigE0/0/0/0,100.72.0.17,100.72.0.48,Active,NA,NA,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,KA-BLR-EDS,KA-BLR-ANL,3.2,
22283,,,,,Active,22283,22283,10,Gbps,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,4.094,
22348,,,,,Active,22348,22348,100,Gbps,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,4.094,
23129,TenGigabitEthernet1/2,TenGigabitEthernet1/4,100.66.60.4,100.66.60.5,Active,2.02201E+11,2.02201E+11,,,Sify_DataLinks_Fiber,A V NETWORKS,TN-MAA-RRU,TN-MAA-VLV,6.5,
23262,,,,,Active,23262,23262,,,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,2,
23442,TwentyFiveGigE0/0/0/29,TwentyFiveGigE0/0/0/30,100.66.70.61,100.66.70.60,Active,MENDU/OFC/Cr:902,MENDU/OFC/Cr:902,,,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,TN-KPM-MXU,TN-ORG-OGR,4,
